Date,Close,High,Low,Open,Volume
2024-10-01,15170.599609375,15250.099609375,15148.7998046875,15170.599609375,0
2024-10-02,15260.599609375,15289.900390625,15187.2001953125,15260.599609375,0
2024-10-03,15324.0,15507.900390625,15294.0,15324.0,0
2024-10-04,15457.0,15719.0,15400.5,15457.0,0
2024-10-07,15650.0,15756.900390625,15579.7001953125,15650.0,0
2024-10-08,15744.0,15744.0,15628.0,15744.0,0
2024-10-09,15682.400390625,15684.0,15567.7001953125,15682.400390625,0
2024-10-10,15664.599609375,15719.0,15585.2001953125,15664.599609375,0
2024-10-11,15670.900390625,15682.0,15535.599609375,15670.900390625,0
2024-10-14,15562.0,15612.5,15547.099609375,15562.0,0
2024-10-15,15573.0,15598.2001953125,15509.7998046875,15573.0,0
2024-10-16,15578.599609375,15580.0,15495.599609375,15578.599609375,0
2024-10-17,15583.900390625,15587.0,15482.2001953125,15583.900390625,0
2024-10-18,15493.0,15525.0,15441.0,15493.0,0
2024-10-21,15467.0,15544.2001953125,15421.0,15467.0,0
2024-10-22,15556.0,15575.7001953125,15515.0,15556.0,0
2024-10-23,15586.0,15687.5,15545.7001953125,15586.0,0
2024-10-24,15663.0,15664.0,15548.599609375,15663.0,0
2024-10-25,15621.5,15686.099609375,15581.0,15621.5,0
2024-10-28,15688.099609375,15742.5,15633.0,15688.099609375,0
2024-10-29,15747.0,15784.7998046875,15717.7998046875,15747.0,0
2024-10-30,15768.0,15768.0,15628.099609375,15768.0,0
2024-10-31,15695.5,15751.2001953125,15672.5,15695.5,0
2024-11-01,15713.0,15794.0,15633.2001953125,15713.0,0
2024-11-04,15842.0,15842.0,15719.0,15842.0,0
2024-11-05,15790.0,15791.900390625,15707.7001953125,15790.0,0
2024-11-06,15665.0,15883.099609375,14476.5,15665.0,0
2024-11-07,15818.2001953125,15833.7998046875,15575.0,15818.2001953125,0
2024-11-08,15558.0,15694.2998046875,14873.7998046875,15558.0,0
2024-11-11,15647.2001953125,15761.599609375,15636.7998046875,15647.2001953125,0
2024-11-12,15765.0,15813.7001953125,15674.400390625,15765.0,0
2024-11-13,15788.900390625,15819.0,15625.0,15788.900390625,0
2024-11-14,15847.2001953125,15976.400390625,15756.099609375,15847.2001953125,0
2024-11-15,15933.2998046875,15973.0,15809.400390625,15933.2998046875,0
2024-11-18,15891.2998046875,15863.5,15818.7001953125,15891.2998046875,0
2024-11-19,15806.099609375,15909.150390625,15830.0,15831.5830078125,0
2024-11-20,15817.099609375,15918.2001953125,15792.099609375,15817.099609375,0
2024-11-21,15913.0,15952.7998046875,15797.599609375,15913.0,0
2024-11-22,15816.900390625,15956.900390625,15790.900390625,15816.900390625,0
2024-11-25,15940.0,15937.0,15785.5,15940.0,0
2024-11-26,15901.2001953125,15938.0,15851.0,15901.2001953125,0
2024-11-27,15930.0,15930.0,15810.400390625,15930.0,0
2024-11-28,15863.5,15886.099609375,15816.599609375,15863.5,0
2024-11-29,15878.0,15879.0,15794.0,15878.0,0
2024-12-02,15829.0,15916.0,15829.0,15829.0,0
2024-12-03,15910.0,15955.2001953125,15883.099609375,15910.0,0
2024-12-04,15940.0,15975.0,15874.900390625,15940.0,0
2024-12-05,15906.599609375,15916.099609375,15813.099609375,15906.599609375,0
2024-12-06,15839.7998046875,15859.0,15705.5,15839.7998046875,0
2024-12-09,15825.7998046875,15900.7001953125,15805.0,15825.7998046875,0
2024-12-10,15864.0,15886.599609375,15827.2998046875,15864.0,0
2024-12-11,15908.0,15958.0,15848.0,15908.0,0
2024-12-12,15963.0,15967.0,15914.900390625,15963.0,0
2024-12-13,15967.400390625,16040.7001953125,15926.099609375,15967.400390625,0
2024-12-16,16025.7998046875,16034.7001953125,15917.7001953125,16025.7998046875,0
2024-12-17,15955.0,16153.900390625,15837.2998046875,15955.0,0
2024-12-18,15926.2001953125,16129.900390625,15926.2001953125,15926.2001953125,0
2024-12-19,16145.2998046875,16389.0,15970.400390625,16145.2998046875,0
2024-12-20,15981.2998046875,16329.900390625,15892.599609375,15981.2998046875,0
2024-12-23,16159.2998046875,16211.2998046875,16092.2998046875,16159.2998046875,0
2024-12-24,16217.599609375,16220.0,16135.400390625,16217.599609375,0
2024-12-25,15970.7998046875,16243.0,14210.900390625,15970.7998046875,0
2024-12-26,15069.400390625,16224.900390625,15069.400390625,15069.400390625,0
2024-12-27,16189.0,16283.099609375,15798.2998046875,16189.0,0
2024-12-30,16178.0,16228.0,16059.7001953125,16178.0,0
